Latitude,Longtitude
29.74009,-95.380827
29.74009,-95.380827
29.733575,-95.382502
29.746044,-95.3722791
29.745376,-95.36710099999999
29.7461027,-95.3735943
29.7397566,-95.3681781
29.7400869,-95.38082179999999
29.7421691,-95.37845569999999
29.73879759999999,-95.36815229999999
29.748309,-95.3743207
29.7478939,-95.3751015
29.7409978,-95.380429
29.7445988,-95.3645682
29.7478939,-95.3751015
29.7427161,-95.3673226
29.7495734,-95.3746357
29.7479803,-95.3723375
29.7374999,-95.3788213
29.7455229,-95.3714208
29.7386554,-95.369256
29.7398921,-95.3695643
29.7481909,-95.37056109999999
29.7427858,-95.3725396
29.7475477,-95.3766899
29.7455229,-95.3714208
29.7445719,-95.3774706
29.7398383,-95.3775357
29.749118,-95.37188019999999
29.7451122,-95.3739796
29.7444506,-95.37669749999999
29.7338398,-95.3802958
29.7366827,-95.3733597
29.7387966,-95.38891629999999
29.7463128,-95.3760114
29.747207,-95.371985
29.7353486,-95.3809799
29.7336541,-95.38338979999999
29.7333668,-95.36590489999999
29.7405465,-95.36142579999999
29.7405465,-95.36142579999999
29.7583966,-95.36890220000001
29.7325075,-95.35606130000001
29.7265798,-95.3710324
29.7368529,-95.3571453
29.7402397,-95.3591529
29.7428571,-95.36714579999999
29.7270686,-95.3541005
29.7422588,-95.35952669999999
29.7257469,-95.3612847
29.7314454,-95.3457937
29.7322318,-95.3591082
29.7275347,-95.3451324
29.72928,-95.3640533
29.730322,-95.3645415
29.7265798,-95.3710324
29.730494,-95.3469683
29.7345102,-95.3495906
29.7322954,-95.35474
29.737451,-95.357242
29.73357619999999,-95.3682335
29.7270457,-95.3500226
29.7297603,-95.3649854
29.7406372,-95.3638934
29.7275347,-95.3451324
29.734297,-95.3511698
29.7362056,-95.35738409999999
29.7309049,-95.3525266
29.7329445,-95.349274
29.7363465,-95.3536051
29.7255167,-95.3561831
29.7316476,-95.3549427
29.7324528,-95.3462541
29.7302836,-95.3527799
29.7257032,-95.35355539999999
29.7270457,-95.3500226
29.723995,-95.35794200000001
29.7275347,-95.3451324
29.725935,-95.358403
29.7257032,-95.35355539999999
29.7292748,-95.3640448
29.7349223,-95.3509684
29.731679,-95.3621981
29.7329445,-95.349274
29.7296831,-95.34982629999999
29.73514119999999,-95.35390819999999
29.73108869999999,-95.3702011
29.7428922,-95.3627319
29.7308403,-95.3666614
29.7286927,-95.3594081
29.7353271,-95.36053559999999
29.7352269,-95.36816929999999
29.7322374,-95.35203419999999
29.7333668,-95.36590489999999
29.7349241,-95.3509522
29.7371216,-95.3603682
29.7276403,-95.3663993
29.7290253,-95.3667875
29.7314896,-95.34985789999999
29.7324892,-95.35768449999999
29.7366094,-95.3595122
29.7257469,-95.3612847
29.7322349,-95.3591204
29.7324528,-95.3462541
29.7296831,-95.34982629999999
29.723995,-95.35794200000001
29.72547569999999,-95.352801
29.7257469,-95.3612847
29.72894299999999,-95.36561999999999
29.7312236,-95.3489858
29.7188527,-95.3410222
29.7322954,-95.35474
29.7352631,-95.35686609999999
29.7270457,-95.3500226
29.7237037,-95.35521
29.7328396,-95.3588384
29.7323501,-95.361646
29.7275444,-95.36290869999999
29.7421247,-95.3587272
29.72894299999999,-95.36561999999999
29.725935,-95.358403
29.72041059999999,-95.3742666
29.7200976,-95.37213659999999
29.7216687,-95.3761579
29.7065754,-95.36123189999999
29.7073739,-95.3584465
29.718205,-95.3774639
29.7216687,-95.3761579
29.7051902,-95.3729068
29.7111721,-95.3448325
29.7199608,-95.36748109999999
29.7051902,-95.3729068
29.7240171,-95.3707438
29.7126372,-95.35768999999999
29.7265798,-95.3710324
29.7236701,-95.37353329999999
29.7190935,-95.37224839999999
29.7265798,-95.3710324
29.7111721,-95.3448325
29.7243346,-95.37177439999999
29.7239087,-95.3743966
29.703429,-95.367092
29.7088447,-95.3347404
29.7039609,-95.3562298
29.7114992,-95.3418574
29.7051902,-95.3729068
29.7197093,-95.3658737
29.7255256,-95.3706124
29.7174053,-95.3743641
29.70194979999999,-95.3648413
29.7051902,-95.3729068
29.7240151,-95.370758
29.7053798,-95.363537
29.71204419999999,-95.3614219
29.71867779999999,-95.3731662
29.717996,-95.3760653
29.7053798,-95.363537
29.7111721,-95.3448325
29.7147262,-95.3689893
29.7241317,-95.3730875
29.7265798,-95.3710324
29.7097259,-95.3620741
29.7230185,-95.3697825
29.7059006,-95.3726167
29.7047805,-95.3585295
29.7126372,-95.35768999999999
29.716963,-95.35539899999999
29.7184609,-95.3645337
29.7073353,-95.3748214
29.7175038,-95.36961670000001
29.703429,-95.367092
29.7216687,-95.3761579
29.703429,-95.367092
29.7106239,-95.3421969
29.716808,-95.35472329999999
29.703429,-95.367092
29.7083757,-95.35712199999999
29.7169648,-95.3662389
29.70372789999999,-95.3734952
29.7285578,-95.37221199999999
29.7097259,-95.3620741
29.70194979999999,-95.3648413
29.7253704,-95.3747061
29.7053798,-95.363537
29.7052607,-95.3447578
29.7033608,-95.35392379999999
29.7039609,-95.3562298
29.7088077,-95.3598258
29.70194979999999,-95.3648413
29.7133924,-95.35882579999999
29.7171645,-95.3538119
29.710298,-95.3710765
29.7053798,-95.363537
29.7186285,-95.37534289999999
29.7253849,-95.37349300000001
29.7065818,-95.37234930000001
29.7111721,-95.3448325
29.7018291,-95.3600093
29.7147262,-95.3689893
29.7162193,-95.3625856
29.716808,-95.35472329999999
29.7166065,-95.3539873
29.7211724,-95.36616599999999
29.7126372,-95.35768999999999
29.7126372,-95.35768999999999
29.7216687,-95.3761579
29.7147262,-95.3689893
29.7265798,-95.3710324
29.71949889999999,-95.35838559999999
29.7069321,-95.35757819999999
29.7047805,-95.3585295
29.7200584,-95.3877711
29.7096835,-95.401192
29.7015165,-95.37637029999999
29.7115713,-95.3995654
29.6984833,-95.38642390000001
29.7115713,-95.3995654
29.6912722,-95.38038449999999
29.9939273,-95.6544077
29.6912722,-95.38038449999999
29.6984833,-95.38642390000001
29.7096835,-95.401192
29.7313239,-95.3758458
29.7153827,-95.381605
29.7153827,-95.381605
29.7153827,-95.381605
29.7153827,-95.381605
29.7153827,-95.381605
29.7256154,-95.3872081
29.7233267,-95.37931139999999
29.7224052,-95.3808286
29.7142937,-95.398958
29.7072879,-95.39915769999999
29.7059302,-95.39012179999999
29.7153827,-95.381605
29.7225935,-95.3850803
29.7125221,-95.3822793
29.7159809,-95.3975992
29.7125801,-95.39358709999999
29.6991739,-95.3847473
29.6991739,-95.3847473
29.7209388,-95.3862177
29.7213293,-95.38424889999999
29.7234525,-95.3898979
29.7313239,-95.3758458
29.7115713,-95.3995654
29.7059302,-95.39012179999999
29.7308573,-95.38429359999999
29.7153827,-95.381605
29.7255632,-95.3796707
29.7234397,-95.3791576
29.7223716,-95.3793439
29.7153827,-95.381605
29.7206423,-95.38647069999999
29.7192446,-95.3849511
29.7153827,-95.381605
29.7153827,-95.381605
29.7254953,-95.3770244
29.7153827,-95.381605
29.6991739,-95.3847473
29.7243025,-95.3785375
29.7206423,-95.38647069999999
29.7059302,-95.39012179999999
29.7019748,-95.3884338
29.7206423,-95.38647069999999
29.7233267,-95.37931139999999
29.7215635,-95.3924645
29.7234397,-95.3791576
29.7072879,-95.39915769999999
29.7220432,-95.3869949
29.7421856,-95.36452899999999
29.7275961,-95.383048
29.7233267,-95.37931139999999
29.7125801,-95.39358709999999
29.7151107,-95.3971455
29.6984833,-95.38642390000001
29.72103719999999,-95.389432
29.7256154,-95.3872081
29.7206423,-95.38647069999999
29.7151107,-95.3971455
29.7163082,-95.381267
29.7272616,-95.3807503
29.7328503,-95.379215
29.7042085,-95.400657
29.7239408,-95.3783665
29.7207495,-95.3837944
29.7072879,-95.39915769999999
29.7118583,-95.38002019999999
29.7254381,-95.38233380000001
29.7192446,-95.3849511
29.7059302,-95.39012179999999
29.7151107,-95.3971455
29.7246247,-95.3813869
29.7096835,-95.401192
29.7243025,-95.3785375
29.7096835,-95.401192
29.7207495,-95.3837944
29.723971,-95.3878203
29.6912722,-95.38038449999999
29.6912722,-95.38038449999999
29.6912722,-95.38038449999999
29.7192446,-95.3849511
29.7243025,-95.3785375
29.70743229999999,-95.40512220000001
29.7298954,-95.3774498
29.7216741,-95.3827706
29.7024343,-95.3950086
29.6975575,-95.3929517
29.6977936,-95.38739760000001
29.7250887,-95.3894716
29.6912722,-95.38038449999999
29.7272499,-95.3871672
29.728152,-95.38428280000001
29.6912722,-95.38038449999999
29.6436055,-95.3865419
29.6979324,-95.40516199999999
29.7262708,-95.37912299999999
29.6979324,-95.40516199999999
29.725567,-95.3796908
29.70743229999999,-95.40512220000001
29.7192446,-95.3849511
29.6984833,-95.38642390000001
29.6979324,-95.40516199999999
29.6969284,-95.3955563
29.7072879,-95.39915769999999
29.7151107,-95.3971455
29.7230621,-95.3804926
29.6991739,-95.3847473
29.7034852,-95.38074329999999
29.6866295,-95.38308610000001
29.6984833,-95.38642390000001
29.7200584,-95.3877711
29.7015165,-95.37637029999999
29.7018417,-95.3829311
29.7206423,-95.38647069999999
29.7249542,-95.3902497
29.6977936,-95.38739760000001
29.7163162,-95.3908761
29.7239408,-95.3783665
29.7058279,-95.4035268
29.7072879,-95.39915769999999
29.7082223,-95.40418249999999
29.7234397,-95.3791576
29.7151107,-95.3971455
29.7118583,-95.38002019999999
29.7313019,-95.41686329999999
29.71698709999999,-95.4151208
29.7061267,-95.4125868
29.7150653,-95.41490859999999
29.71698709999999,-95.4151208
29.7255825,-95.4105506
29.7277213,-95.39374029999999
29.715861,-95.4166625
29.7257265,-95.3996465
29.7279698,-95.38794539999999
29.710317,-95.4051951
29.72583,-95.405283
29.7193064,-95.41706889999999
29.7163156,-95.41629139999999
29.715861,-95.4166625
29.708685,-95.40392790000001
29.71698709999999,-95.4151208
29.7178489,-95.4128666
29.7192989,-95.4151364
29.7176378,-95.4152544
29.7264016,-95.4150567
29.7290122,-95.4131635
29.7290122,-95.4131635
29.7176378,-95.4152544
29.7264016,-95.4150567
29.7257706,-95.4169841
29.703909,-95.4100291
29.7275001,-95.38978340000001
29.7207281,-95.40614
29.7314842,-95.3911109
29.7285253,-95.3937565
29.708685,-95.40392790000001
29.7046418,-95.4089162
29.7179129,-95.41694609999999
29.7193064,-95.41706889999999
29.7151097,-95.412725
29.730108,-95.38653200000002
29.7159675,-95.41629460000001
29.7179129,-95.41694609999999
29.70656499999999,-95.3885014
29.7213464,-95.4129356
29.7179129,-95.41694609999999
29.7313019,-95.41686329999999
29.7176378,-95.4152544
29.726603,-95.4044108
29.710317,-95.4051951
29.7193064,-95.41706889999999
29.7257706,-95.4169841
29.7313019,-95.41686329999999
29.7046418,-95.4089162
29.703909,-95.4100291
29.7158759,-95.4149192
29.7163156,-95.41629139999999
29.7307248,-95.3982267
29.7293381,-95.3910599
29.7257251,-95.3971638
29.7178394,-95.4149596
29.7062947,-95.3866321
29.7192989,-95.4151364
29.7313019,-95.41686329999999
29.7192989,-95.4151364
29.7163156,-95.41629139999999
29.7176378,-95.4152544
29.7176378,-95.4152544
29.7305472,-95.3869952
29.729322,-95.3937533
29.7163156,-95.41629139999999
29.73013559999999,-95.3910951
29.708685,-95.40392790000001
29.7176378,-95.4152544
29.71698709999999,-95.4151208
29.7311391,-95.39210399999999
29.7144195,-95.4164479
29.716671,-95.41494
29.703909,-95.4100291
29.7193064,-95.41706889999999
29.7163156,-95.41629139999999
29.7269482,-95.391932
29.7193064,-95.41706889999999
29.7163156,-95.41629139999999
29.7179129,-95.41694609999999
29.7055601,-95.3845206
29.714225,-95.414898
29.7178489,-95.4128666
29.703909,-95.4100291
29.7176378,-95.4152544
29.703909,-95.4100291
29.716671,-95.41494
29.7517472,-95.3001391
29.7325901,-95.30397669999999
29.7118792,-95.3110361
29.7118792,-95.3110361
29.7342971,-95.3000205
29.5360672,-95.3633792
29.7517472,-95.3001391
29.7319078,-95.28567319999999
29.7517472,-95.3001391
29.7365201,-95.30606279999999
29.7118792,-95.3110361
29.7365638,-95.29050470000001
29.7350627,-95.2911092
29.716704,-95.3150558
29.7517472,-95.3001391
29.7350627,-95.2911092
29.7225754,-95.32117199999999
29.73379,-95.2893754
29.7517472,-95.3001391
29.7125999,-95.2979458
29.7211874,-95.290365
29.7306846,-95.31082219999999
29.7320367,-95.3085486
29.7410294,-95.30457709999999
29.7517472,-95.3001391
29.7517472,-95.3001391
29.731258,-95.311026
29.6345895,-95.2857288
29.7517472,-95.3001391
29.7306175,-95.31179759999999
29.7365201,-95.30606279999999
29.7517472,-95.3001391
29.7223618,-95.3186849
29.715834,-95.3170876
29.7221831,-95.3213272
29.740072,-95.2941955
29.7517472,-95.3001391
29.7415669,-95.3087896
29.7306846,-95.31082219999999
29.7498142,-95.3003645
29.7361924,-95.308692
29.7233026,-95.3026014
29.7517472,-95.3001391
29.7698327,-95.2930138
29.7274591,-95.30102889999999
29.7341307,-95.282585
29.736257,-95.3043288
29.7517472,-95.3001391
29.7337492,-95.29606969999999
29.7325901,-95.30397669999999
29.71696489999999,-95.298555
29.7321736,-95.291056
29.7517472,-95.3001391
29.7517472,-95.3001391
29.7397073,-95.30285289999999
29.7429326,-95.3019982
29.7230063,-95.3012776
29.717141,-95.2946714
29.7333036,-95.2829084
29.7409695,-95.30687239999999
29.7577378,-95.3476271
29.7517472,-95.3001391
29.736257,-95.3043288
29.7331624,-95.2873815
29.7118792,-95.3110361
29.7221546,-95.29679469999999
29.7517472,-95.3001391
29.7477394,-95.3040236
29.7295529,-95.3182179
29.6345895,-95.2857288
29.7244505,-95.2883518
29.7343495,-95.2979974
29.7118792,-95.3110361
29.7378852,-95.3101277
29.7517472,-95.3001391
29.7259489,-95.3161658
29.7269686,-95.2874284
29.7517472,-95.3001391
29.730969,-95.287948
29.7517472,-95.3001391
29.717944,-95.2970327
29.72133879999999,-95.32092759999999
29.7350829,-95.3049326
29.7429326,-95.3019982
29.7118792,-95.3110361
29.7301683,-95.28418769999999
29.728191,-95.290463
29.7517472,-95.3001391
29.7517472,-95.3001391
29.7437359,-95.3011993
29.7429326,-95.3019982
29.717141,-95.2946714
29.7517472,-95.3001391
29.7517472,-95.3001391
29.7319078,-95.28567319999999
29.7171932,-95.3107814
29.7241898,-95.3025972
29.71696489999999,-95.298555
29.7369494,-95.2947588
29.7517472,-95.3001391
29.736257,-95.3043288
29.6345895,-95.2857288
29.72957,-95.2822185
29.7517472,-95.3001391
29.738974,-95.3137005
29.7342971,-95.3000205
29.7517472,-95.3001391
29.7517472,-95.3001391
29.7517472,-95.3001391
29.73379,-95.2893754
29.7118792,-95.3110361
29.7118792,-95.3110361
29.7444406,-95.3009062
29.7517472,-95.3001391
29.7517472,-95.3001391
29.7517472,-95.3001391
29.7517472,-95.3001391
29.7517472,-95.3001391
29.7307712,-95.2861558
29.7517472,-95.3001391
29.717141,-95.2946714
29.7337492,-95.29606969999999
29.7437359,-95.3011993
29.7140252,-95.2973517
29.7337492,-95.29606969999999
29.7517472,-95.3001391
29.7517472,-95.3001391
29.74839589999999,-95.3037511
29.7292034,-95.3152516
29.737676,-95.301468
29.7682967,-95.29412409999999
29.7382002,-95.2986682
29.7517472,-95.3001391
29.7682967,-95.29412409999999
29.7517472,-95.3001391
29.7517472,-95.3001391
29.7517472,-95.3001391
29.7217074,-95.319817
29.736257,-95.3043288
29.7349938,-95.3070669
29.737189,-95.30819079999999
29.7517472,-95.3001391
29.7517472,-95.3001391
29.7321755,-95.29213999999999
29.7118792,-95.3110361
29.7306846,-95.31082219999999
29.7517472,-95.3001391
29.7365201,-95.30606279999999
29.7423613,-95.30628709999999
29.7682967,-95.29412409999999
29.748299,-95.3063502
29.7343858,-95.2913615
29.7355912,-95.2952815
29.7209557,-95.2918452
29.7301683,-95.28418769999999
29.7191019,-95.32081319999999
29.7429326,-95.3019982
29.7382344,-95.3131635
29.7045194,-95.2895791
29.6996839,-95.28791539999999
29.71408389999999,-95.2699525
29.6996839,-95.28791539999999
29.7086223,-95.2794588
29.7075969,-95.2751545
29.7023099,-95.2982121
29.5963048,-95.32420259999999
29.7094552,-95.27431
29.7071385,-95.29006489999999
29.7086851,-95.2736924
29.5963048,-95.32420259999999
29.8132095,-95.3743494
29.7356993,-95.28209369999999
29.7081167,-95.3009573
29.7107923,-95.29659400000001
29.7036018,-95.27803379999999
29.7011942,-95.28886270000001
29.6996839,-95.28791539999999
29.7011973,-95.2892842
29.7011942,-95.28886270000001
29.7043362,-95.27913749999999
29.71774539999999,-95.2621635
29.7032789,-95.2894938
29.7086527,-95.2883234
29.7604267,-95.3698028
29.7023099,-95.2982121
29.7065937,-95.27936919999999
29.7011942,-95.28886270000001
29.7049297,-95.2897299
29.6996839,-95.28791539999999
29.723628,-95.280205
29.7028127,-95.2806767
29.7049297,-95.2897299
29.7061252,-95.29947879999999
29.7125933,-95.2732104
29.7166227,-95.2884296
29.71774539999999,-95.2621635
29.6915485,-95.40343569999999
29.705409,-95.29657270000001
29.7205424,-95.2643181
29.709194,-95.2994185
29.7193246,-95.2809583
29.70139159999999,-95.2844593
29.70968629999999,-95.2820103
29.7081784,-95.27752749999999
29.7030799,-95.29459899999999
29.716051,-95.28787799999999
29.7068968,-95.29948929999999
29.7176029,-95.27020329999999
29.7069391,-95.2966053
29.7023099,-95.2982121
29.6703053,-95.2609693
29.6913663,-95.2775478
29.6923824,-95.2804939
29.6924438,-95.27772159999999
29.6760547,-95.2666615
29.6760547,-95.2666615
29.6703053,-95.2609693
29.6703053,-95.2609693
29.6891821,-95.27749879999999
29.6767648,-95.2575389
29.69133619999999,-95.26974829999999
29.6950112,-95.28776069999999
29.6951164,-95.2783619
29.6754252,-95.26679089999999
29.7497196,-95.4571891
29.6717616,-95.26203269999999
29.6760547,-95.2666615
29.6913436,-95.26115779999999
29.7497196,-95.4571891
29.687342,-95.26248059999999
29.6990659,-95.27794030000001
29.6913436,-95.26115779999999
29.6981963,-95.2824847
29.6760547,-95.2666615
29.7497196,-95.4571891
29.677982,-95.26947369999999
29.6913436,-95.26115779999999
29.6751278,-95.26789699999999
29.6767648,-95.2575389
29.6809974,-95.2624819
29.6738433,-95.2588741
29.6913719,-95.2611424
29.69133619999999,-95.26974829999999
29.6696105,-95.2637506
29.7014715,-95.27794209999999
29.6990659,-95.27794030000001
29.6760547,-95.2666615
29.6884181,-95.2614679
29.6717616,-95.26203269999999
29.677982,-95.26947369999999
29.677982,-95.26947369999999
29.6857081,-95.2771186
29.6782577,-95.26985549999999
29.703983,-95.27430129999999
29.7497196,-95.4571891
29.6903874,-95.2835449
29.6914242,-95.2747904
29.6988797,-95.2708195
29.6923939,-95.28046649999999
29.6913663,-95.2775478
29.6981878,-95.28340879999999
29.6881804,-95.2814234
29.6905911,-95.2520219
29.69733729999999,-95.24208469999999
29.6926216,-95.2385721
29.6862819,-95.2437537
29.689578,-95.2414974
29.6904149,-95.23466210000001
29.6833403,-95.23075999999999
29.7032556,-95.2433903
29.6937778,-95.2472607
29.6972345,-95.2436494
29.6841454,-95.23891239999999
29.70793129999999,-95.2573415
29.6905646,-95.24728619999999
29.693411,-95.2422083
29.6980345,-95.240631
29.67871079999999,-95.2303348
29.776481,-95.3354725
29.6781699,-95.2265522
29.6696105,-95.2637506
29.6498678,-95.2519906
29.6783796,-95.2440505
29.680902,-95.250518
29.6696105,-95.2637506
29.6692841,-95.2548958
29.680902,-95.250518
29.6573031,-95.2565279
29.6696105,-95.2637506
29.6762588,-95.23619680000002
29.658688,-95.2539051
32.3692647,-96.6405753
29.67871079999999,-95.2303348
29.6733895,-95.23664219999999
29.6498678,-95.2519906
29.6782499,-95.24360469999999
29.6726172,-95.2529548
29.6696105,-95.2637506
29.6360343,-95.23354669999999
29.6481926,-95.2202447
29.625227,-95.2413881
29.61346,-95.406104
29.6461364,-95.2083129
29.6477476,-95.22122859999999
29.6963404,-95.29034
29.6349143,-95.2465416
29.6963404,-95.29034
29.6499125,-95.2445888
29.6963769,-95.2903894
29.6176443,-95.2485882
29.6395028,-95.2452347
29.6452137,-95.2329851
29.64482739999999,-95.234641
29.6320278,-95.23436319999999
29.6320278,-95.23436319999999
29.6256197,-95.23056
29.6320278,-95.23436319999999
29.6345489,-95.2488734
29.622936,-95.29044200000001
29.6201046,-95.2643741
29.6109219,-95.2498123
29.6963874,-95.2904037
29.6963901,-95.2904073
29.6320278,-95.23436319999999
29.6229251,-95.2352186
29.6446227,-95.24097189999999
29.6963769,-95.2903894
29.6435507,-95.2364552
29.6320278,-95.23436319999999
29.6320278,-95.23436319999999
29.6320278,-95.23436319999999
29.6082904,-95.2649811
29.6241101,-95.2403418
29.6963636,-95.29037149999999
29.6266902,-95.25732789999999
29.6963874,-95.2904037
29.6410489,-95.2269343
29.622077,-95.2404315
29.6485606,-95.2428744
29.6963769,-95.2903894
29.636692,-95.2438414
29.6464994,-95.2215935
29.6963769,-95.2903894
29.6035254,-95.2489234
29.6963769,-95.2903894
29.6252659,-95.2286761
29.6320278,-95.23436319999999
29.6256197,-95.23056
29.6963769,-95.2903894
29.6496706,-95.21438359999999
29.6379453,-95.2459824
29.6252659,-95.2286761
29.622077,-95.2404315
29.61346,-95.406104
29.6444137,-95.2435818
29.6444137,-95.2435818
29.6035254,-95.2489234
29.6252659,-95.2286761
29.6298253,-95.2473534
29.6494502,-95.2330976
29.6265255,-95.24667529999999
29.6963769,-95.2903894
29.696361,-95.29036789999999
29.6963636,-95.29037149999999
29.6320278,-95.23436319999999
29.6963769,-95.2903894
29.6320278,-95.23436319999999
29.6349143,-95.2465416
29.6320278,-95.23436319999999
29.6082904,-95.2649811
29.6481926,-95.2202447
29.636692,-95.2438414
29.6501468,-95.2429081
29.61346,-95.406104
29.6252659,-95.2286761
29.6481926,-95.2202447
29.6477476,-95.22122859999999
29.6515355,-95.2522681
29.6320278,-95.23436319999999
29.6425295,-95.2405661
29.6108976,-95.25416109999999
29.6320278,-95.23436319999999
29.6157022,-95.2622736
29.6567051,-95.2654424
29.6228987,-95.2522309
29.6509838,-95.2662237
29.6320278,-95.23436319999999
29.6443035,-95.24308860000001
29.6493996,-95.2539276
29.6074299,-95.2525972
29.6035254,-95.2489234
29.6477476,-95.22122859999999
29.696792,-95.2900385
29.6519575,-95.26493119999999
29.6519575,-95.26493119999999
29.61346,-95.406104
29.6320278,-95.23436319999999
